word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
agreement,ә'gri:mәnt,n. the statement (oral or written) of an exchange of promises\nn. compatibility of observations\nn. harmony of people's opinions or actions or characters\nn. the thing arranged or agreed to,"n. 同意, 合约, 协议\n[经] 契约, 协议, 协定",,4,1,zk gk ielts,623,1059,s:agreements,,
agriculture,'ægrikʌltʃә,n. the class of people engaged in growing food,"n. 农业\n[机] 农业, 农学",,3,,gk cet4 cet6 ky toefl ielts,2274,4165,,,
AIDS,eidz,n. a serious (often fatal) disease of the immune system transmitted through blood products especially by sexual contact or contaminated needles,"n. 爱滋病(获得性免疫缺陷综合征)\n[计] 高级综合数据系统, 先进交互调试系统, 自动图解文档编制系统\n美国决策学学会, 信息自动显示系统, 自动综合调试系统",,4,,gk ielts,3757,1793,0:aid/1:s3,,
aim,eim,"n. the goal intended to be attained (and which is believed to be attainable)\nn. the action of directing something at an object\nv. point or cause to go (blows, weapons, or objects such as photographic equipment) towards\nv. propose or intend","n. 目标, 瞄准, 击中目标的能力\nvi. 对准目标, 致力, 打算\nvt. 瞄准\n[计] 医学文摘索引, 存取隔离机构, 高级信息管理程序, 先进接口模块\n应用接口模块, 医学人工智能, 相联索引法, 异步接口模块\n自动化信息管理, 自动化综合制造, 自动化库存管理",,4,1,gk cet4 cet6 ky toefl ielts,1261,1931,s:aims/3:aims/p:aimed/d:aimed/i:aiming,,
air,єә,n. a mixture of gases (especially oxygen) required for breathing; the stuff that the wind consists of\nn. the region above the ground\nn. a distinctive but intangible quality surrounding a person or thing\nn. once thought to be one of four elements composing the universe (Empedocles),"n. 空气, 旋律, 态度\nvt. 晾, 使通风, 夸耀",,5,1,zk gk toefl ielts,527,370,d:aired/s:airs/i:airing/p:aired/3:airs,,
airport,'єәpɒ:t,n. an airfield equipped with control tower and hangars as well as accommodations for passengers and cargo,"n. 飞机场\n[机] 航空站, 机场",,4,1,zk gk ielts,2541,1765,s:airports,,
aisle,ail,n. a long narrow passage (as in a cave or woods)\nn. passageway between seating areas as in an auditorium or passenger vehicle or between areas of shelves of goods as in stores\nn. part of a church divided laterally from the nave proper by rows of pillars or columns,"n. 走廊, 侧廊, 过道\n[机] 走道",,1,,ky ielts,7161,4484,s:aisles,,
alarm,ә'lɑ:m,n. fear resulting from the awareness of danger\nn. a device that signals the occurrence of some undesirable event\nn. an automatic signal (usually a sound) warning of danger\nv. warn or arouse to a sense of danger or call to a state of preparedness,"n. 惊恐, 警报, 警钟\nvt. 使惊恐, 警告\n[计] 报警信号",,3,1,gk cet4 ky toefl ielts,3004,3693,s:alarms/d:alarmed/p:alarmed/i:alarming/3:alarms,,
Alaska,ә'læskә,n. a state in northwestern North America; the 49th state admitted to the union,n. 阿拉斯加州,,,,ielts,12468,0,,,
album,'ælbәm,n. one or more recordings issued together; originally released on 12-inch phonograph records (usually with attractive record covers) and later on cassette audiotape and compact disc\nn. a book of blank pages with pockets or envelopes; for organizing photographs or stamp collections etc,"n. 粘贴簿, 唱片套\n[医] 白色物",,4,,gk cet6 ky ielts,2991,2215,s:albums,,
alien,'eiljәn,v. transfer property or ownership\ns. not contained in or deriving from the essential nature of something\ns. being or from or characteristic of another place or part of the world,"n. 外国人, 外侨\na. 外国的, 相异的",,2,,cet6 ky toefl ielts,5998,3977,s:aliens/i:aliening/p:aliened/3:aliens/d:aliened,,
alienate,'eiljәneit,v. make withdrawn or isolated or emotionally dissociated,"vt. 使疏远, 离间, 转让\n[法] 转让, 让与, 疏远",,2,,toefl ielts gre,8590,8136,d:alienated/p:alienated/i:alienating/3:alienates,,
all,ɒ:l,a. quantifier; used with either mass or count nouns to indicate the whole number or amount of or every one of a class\ns. completely given to or absorbed by,"a. 所有的, 全部的, 一切的\nadv. 全部, 全然\npron. 全部\nn. 全部",,5,1,zk gk ielts,39,43,,,
allege,ә'ledʒ,v. report or maintain,"vt. 宣称, 主张, 提出, 断言\n[法] 断言, 指称, 指证",,4,,cet6 ky toefl ielts gre,3738,5319,d:alleged/p:alleged/i:alleging/3:alleges,,
allegiance,ә'li:dʒәns,n. the loyalty that citizens owe to their country (or subjects to their sovereign),"n. 忠贞, 效忠",,1,,cet6 toefl ielts gre,6439,7232,s:allegiances,,
allergic,ә'lә:dʒik,a. characterized by or caused by allergy\ns. having an allergy or peculiar or excessive susceptibility (especially to a specific factor),"a. 对...过敏的, 极反感的\n[医] 变应性的",,1,,gk ielts gre,14426,9143,,,
allergy,'ælәdʒi,n. hypersensitivity reaction to a particular allergen; symptoms can vary greatly in intensity,"n. 变应性, 反感, 厌恶\n[化] 变态反应; 变应性",,2,,ielts gre,12351,7220,s:allergies,,
alleviate,ә'li:vieit,"v provide physical relief, as from pain\nv make easier","vt. 减轻, 使缓和",,1,,cet6 ky toefl ielts gre,7706,7531,d:alleviated/i:alleviating/3:alleviates/p:alleviated,,
alley,'æli,n. a narrow street with walls on both sides,"n. 小路, 巷",,1,,gk ielts,6528,4340,s:alleys,,
alliance,ә'laiәns,n. the state of being allied or confederated\nn. a connection based on kinship or marriage or common interest\nn. an organization of people (or countries) involved in a pact or treaty\nn. a formal agreement establishing an association or alliance between nations or other groups to achieve a particular aim,"n. 联盟, 联合\n[法] 同盟, 联盟, 联姻",,3,,cet6 ky toefl ielts,2354,3376,s:alliances,,
allocate,'ælәukeit,v. distribute according to a plan or set apart for a special purpose,"vt. 分派, 分配\n[计] 分配",,2,,gk cet6 ky toefl ielts gre,3035,6763,d:allocated/i:allocating/3:allocates/p:allocated,,
allot,ә'lɒt,"v give out\nv allow to have\nv administer or bestow, as in small portions","vt. 分配, 分摊指定\n[经] (按股或按规定)分配, 配(拨)给, 规(派)定",,1,,toefl ielts,11461,13192,d:allotted/i:allotting/3:allots/p:allotted,,
allowance,ә'lauәns,n. an amount allowed or granted (as during a given period)\nn. a sum granted as reimbursement for expenses\nn. an amount added or deducted on the basis of qualifying circumstances\nn. a permissible difference; allowing some freedom to move within limits,"n. 津贴, 零用钱, 限额, 折扣, 允许\nvt. 定量供应",,2,,gk cet6 ky ielts gre,2481,7677,s:allowances/i:allowancing/p:allowanced/3:allowances/d:allowanced,,
alloy,'ælɒi. ә'lɒi,n. a mixture containing two or more metallic elements or metallic and nonmetallic elements usually fused together or dissolving into each other when molten\nv. make an alloy of,"n. 合金\nvt. 将...铸成合金, 减低成色\nvi. 合铸",,1,,cet4 cet6 ky toefl ielts,10493,11808,s:alloys/i:alloying/d:alloyed/p:alloyed/3:alloys,,
ally,'ælai. ә'lai,"n. a friendly nation\nn. an associate who provides cooperation or assistance\nv. become an ally or associate, as by a treaty or marriage","n. 同盟者, 同盟国, 助手\nvt. 使联盟, 使联合, 使有关系\nvi. 结盟",,4,1,cet6 ky toefl ielts,3121,2408,s:allies/d:allied/p:allied/i:allying/3:allies,,
alone,ә'lәun,s. isolated from others\ns. lacking companions or companionship\ns. exclusive of anyone or anything else\ns. radically distinctive and without equal,"a. 孤独的, 单独的, 独自的\nadv. 独自地",,4,1,zk gk cet4 ky toefl ielts,1297,1097,,,
alongside,ә'lɒŋ'said,r side by side,"adv. 在旁边, 靠拢着\nprep. 在...旁边, 与...在一起",,3,1,gk cet6 ky ielts,2737,4203,,,
alphabetical,.ælfә'betikәl,a relating to or expressed by a writing system that uses an alphabet\na arranged in order according to the alphabet,"a. 依字母顺序的, 字母的",,,1,ielts gre,15239,19282,,,
alter,'ɒ:ltә,v. make an alteration to\nv. remove the ovaries of,v. 改变,,3,1,cet4 cet6 ky toefl ielts gre,2121,2889,d:altered/i:altering/3:alters/p:altered,,
alternate,'ɒ:ltәnәt,v. go back and forth; swing back and forth between two states or conditions\nv. exchange people temporarily to fulfill certain jobs and functions\nv. do something in turns\ns. every second one of a series,"a. 交替的, 轮流的, 间隔的\nv. 轮流, (使)交替",,2,,cet6 ky toefl ielts gre,9515,7396,i:alternating/p:alternated/3:alternates/d:alternated/s:alternates,,
alternative,ɒ:l'tә:nәtiv,s. necessitating a choice between mutually exclusive possibilities\ns. pertaining to unconventional choices,"n. 两者择一, 供替代的选择\na. 两者择一的, 供选择的\n[计] 选择对象",,4,1,gk cet4 cet6 ky toefl ielts,1752,2073,s:alternatives,,
altitude,'æltitju:d,n. elevation especially above sea level or above the earth's surface\nn. the perpendicular distance from the base of a geometric figure to the opposite vertex (or side if parallel),"n. 高度, 海拔, 高处\n[电] 高度",,1,,gk cet4 cet6 ky toefl ielts,8085,6370,s:altitudes,,
amateur,'æmәtә,n. someone who pursues a study or sport as a pastime\nn. an athlete who does not play for pay\ns. engaged in as a pastime,"n. 业余爱好者, 外行, 爱好者\n[电] 业余家",,3,,gk cet6 ky toefl ielts gre,5030,5795,s:amateurs,,
amaze,ә'meiz,v. affect with wonder,vt. 使吃惊,,2,1,gk cet4 cet6 ky toefl ielts,11151,8607,p:amazed/3:amazes/i:amazing/d:amazed/s:amazes,,
amazing,ә'meiziŋ,s. surprising greatly\ns. inspiring awe or admiration or wonder,a. 令人惊异的,,3,1,gk toefl ielts,3667,2294,i:amazing/0:amazing/1:i,,
ambassador,æm'bæsәdә,n. a diplomat of the highest rank; accredited as representative from one country to another\nn. an informal representative,"n. 大使\n[法] 大使, 使节, 代理",,3,,gk cet6 ky ielts,4614,4520,s:ambassadors,,
ambiguity,.æmbi'gju:iti,n. an expression whose meaning cannot be determined from its context\nn. unclearness by virtue of having more than one meaning,"n. 不明确, 含糊\n[计] 二义性; 多义性",,,,cet6 ielts,5407,7034,s:ambiguities,,
ambiguous,æm'bigjuәs,a. having more than one possible meaning\ns. having no intrinsic or objective meaning; not organized in conventional patterns,"a. 不明确的, 模棱两可的\n[法] 意思含糊的, 模棱两可的, 暧昧的",,2,,gk cet6 ky toefl ielts gre,6442,7071,,,
ambition,æm'biʃәn,n. a cherished desire\nn. a strong drive for success\nv. have as one's ambition,"n. 野心, 志向",,3,1,gk cet4 cet6 ky toefl ielts,3185,4283,s:ambitions,,
ambitious,æm'biʃәs,a. having a strong desire for success or achievement\ns. requiring full use of your abilities or resources,"a. 有野心的, 抱负不凡的, 雄心勃勃的",,2,,cet6 ky toefl ielts,4298,4287,,,
ambulance,'æmbjulәns,n. a vehicle that takes people to and from hospitals,n. 救护车\n[医] 救护车,,2,1,gk cet4 ky ielts,3860,5500,s:ambulances,,
amend,ә'mend,v. make amendments to,"vt. 修改, 改善, 改良\nvi. 改过自新",,2,,ky toefl ielts gre,4585,7371,d:amended/i:amending/p:amended/3:amends/s:amends,,
amends,ә'mendz,n a sum of money paid in compensation for loss or injury\nn something done or paid in expiation of a wrong\nv make amendments to\nv to make better\nv set straight or right,n. 赔偿\n[经] 赔偿,,,,cet6 ielts,14488,16606,0:amend/1:3s/s:amends,,
America,ә'merikә,n. North America and South America and Central America,"n. 美洲, 美国",,,,zk gk ielts,973,0,,,
American,ә'merikәn,n. a native or inhabitant of the United States\nn. a native or inhabitant of a North American or Central American or South American country\na. of or relating to the United States of America or its people or language or culture,"n. 美国人\na. 美国的, 美洲的",,,,zk gk ielts,636,176,s:americans,,
amid,ә'mid,prep. See Amidst.\nprep. In the midst or middle of; surrounded or encompassed by;\n   among.,"prep. 在其间, 在其中\n[经] 在...中",,3,,cet6 ky toefl ielts,5382,3825,,,
amidst,ә'midst,prep. Alt. of Amid,prep. 在...当中,,,,ielts,8672,9845,,,
ammunition,.æmju'niʃәn,n. projectiles to be fired from a gun\nn. any nuclear or chemical or biological material that can be used as a weapon of mass destruction\nn. information that can be used to attack or defend a claim or argument or viewpoint,"n. 军火, 弹药\n[机] 弹药",,2,,ielts,7653,6837,s:ammunitions,,
amount,ә'maunt,n. the relative magnitude of something with reference to a criterion\nv. be tantamount or equivalent to,"n. 总数, 总额\nvi. 总计, 等同",,4,1,gk cet4 ky toefl ielts,584,782,s:amounts/p:amounted/3:amounts/i:amounting/d:amounted,,
amphibian,æm'fibiәn,n. a flat-bottomed motor vehicle that can travel on land or water\nn. an airplane designed to take off and land on water\nn. cold-blooded vertebrate typically living on land but breeding in water; aquatic larvae undergo metamorphosis into adult form,"a. 两栖类的, 水陆两用的\nn. 两栖动物, 水旱两生植物, 水陆两用飞机",,,,ielts gre,17256,16433,s:amphibians,,
ample,'æmpl,a. more than enough in size or scope or capacity\ns. affording an abundant supply\ns. fairly large,"a. 大量的, 充足的, 丰富的",,2,,gk cet6 ky toefl ielts gre,6351,6289,r:ampler,,
amplify,'æmplifai,v. increase the volume of,"vt. 增强, 放大, 扩大, 详述\nvi. 引伸",,1,,cet4 cet6 ky toefl ielts gre,9902,9595,d:amplified/p:amplified/i:amplifying/3:amplifies,,
amuse,ә'mju:z,"v. occupy in an agreeable, entertaining or pleasant fashion\nv. make (somebody) laugh","vt. 消遣, 娱乐, 使发笑",,1,1,gk cet4 cet6 ky ielts gre,8734,9683,p:amused/d:amused/i:amusing/3:amuses/s:amuses,,
analogy,ә'nælәdʒi,n. an inference that if things agree in some respects they probably agree in others\nn. drawing a comparison in order to show a similarity in some respect,"n. 相似, 类似\n[计] 模拟",,1,,cet6 ky toefl ielts gre,5394,5913,s:analogies,,
analysis,ә'nælәsis,"n. an investigation of the component parts of a whole and their relations in making up the whole\nn. the abstract separation of a whole into its constituent parts in order to study the parts and their relations\nn. a form of literary criticism in which the structure of a piece of writing is analyzed\nn. the use of closed-class words instead of inflections: e.g., `the father of the bride' instead of `the bride's father'",n. 分析\n[计] 分析机; 分析员; 分析; 分析程序,,3,1,gk cet4 cet6 ky toefl ielts,707,811,s:analyses,,
analytical,.ænә'litikl,"a using or skilled in using analysis (i.e., separating a whole--intellectual or substantial--into its elemental parts or basic principles)\na of a proposition that is necessarily true independent of fact or experience","a. 分析的, 善于分析的, 解析的\n[机] 分析的",,1,,cet6 ielts,6653,7338,,,
